GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09
1400000US36047081600,36047081600,"Census Tract 816, Kings County, New York",968,54,723,89,281,90,442,79,51,38,391,80,245,77,201,80,44,34
1400000US36047081800,36047081800,"Census Tract 818, Kings County, New York",1669,103,932,136,398,115,534,122,76,63,458,106,737,130,621,133,116,66
1400000US36047082000,36047082000,"Census Tract 820, Kings County, New York",1775,133,1247,140,326,105,921,131,175,78,746,130,528,109,415,97,113,65
1400000US36047082200,36047082200,"Census Tract 822, Kings County, New York",2670,120,1571,254,585,181,986,238,167,98,819,225,1099,222,924,217,175,114
1400000US36047082400,36047082400,"Census Tract 824, Kings County, New York",1597,119,913,156,340,120,573,129,154,86,419,115,684,139,612,147,72,59
1400000US36047082600,36047082600,"Census Tract 826, Kings County, New York",1844,131,1327,166,455,125,872,170,188,93,684,159,517,144,447,138,70,61
1400000US36047082800,36047082800,"Census Tract 828, Kings County, New York",1194,96,876,107,347,105,529,109,134,81,395,106,318,112,272,105,46,38
1400000US36047083000,36047083000,"Census Tract 830, Kings County, New York",2176,114,1525,147,591,174,934,185,372,145,562,165,651,158,549,159,102,81
1400000US36047083200,36047083200,"Census Tract 832, Kings County, New York",674,81,553,80,309,82,244,63,35,30,209,56,121,51,115,50,6,10
1400000US36047083400,36047083400,"Census Tract 834, Kings County, New York",590,48,412,61,254,46,158,62,15,24,143,58,178,68,172,71,6,9
1400000US36047083600,36047083600,"Census Tract 836, Kings County, New York",755,57,575,74,277,88,298,91,60,44,238,71,180,60,171,58,9,16
1400000US36047083800,36047083800,"Census Tract 838, Kings County, New York",776,41,645,63,272,82,373,95,85,82,288,72,131,61,131,61,0,12
1400000US36047084000,36047084000,"Census Tract 840, Kings County, New York",784,34,584,85,192,67,392,90,48,46,344,85,200,81,188,80,12,20
1400000US36047084600,36047084600,"Census Tract 846, Kings County, New York",643,57,391,64,171,53,220,66,43,38,177,56,252,67,243,68,9,10
1400000US36047084800,36047084800,"Census Tract 848, Kings County, New York",560,42,401,65,270,71,131,57,24,28,107,52,159,59,114,53,45,42
1400000US36047085000,36047085000,"Census Tract 850, Kings County, New York",463,40,371,60,189,66,182,48,42,29,140,46,92,44,66,45,26,36
1400000US36047085200,36047085200,"Census Tract 852, Kings County, New York",8,13,0,12,0,12,0,12,0,12,0,12,8,13,8,13,0,12
1400000US36047085400,36047085400,"Census Tract 854, Kings County, New York",701,42,484,81,239,65,245,79,51,45,194,65,217,77,211,75,6,10
1400000US36047085600,36047085600,"Census Tract 856, Kings County, New York",1407,93,924,134,373,124,551,141,178,100,373,111,483,121,444,123,39,34
1400000US36047085800,36047085800,"Census Tract 858, Kings County, New York",841,61,554,93,303,93,251,71,55,35,196,69,287,75,199,60,88,55
1400000US36047086000,36047086000,"Census Tract 860, Kings County, New York",1180,79,937,99,355,121,582,119,95,65,487,119,243,88,204,82,39,47
1400000US36047086200,36047086200,"Census Tract 862, Kings County, New York",1018,90,746,111,300,125,446,137,62,46,384,123,272,94,263,92,9,20
1400000US36047086400,36047086400,"Census Tract 864, Kings County, New York",748,66,575,73,241,81,334,78,66,45,268,72,173,66,173,66,0,12
1400000US36047086600,36047086600,"Census Tract 866, Kings County, New York",1181,64,798,112,332,112,466,119,113,66,353,113,383,99,338,98,45,44
1400000US36047086800,36047086800,"Census Tract 868, Kings County, New York",1135,91,840,112,386,103,454,113,47,42,407,112,295,85,247,84,48,52
1400000US36047087000,36047087000,"Census Tract 870, Kings County, New York",1175,67,782,113,271,82,511,124,112,79,399,113,393,96,348,92,45,32
1400000US36047087200,36047087200,"Census Tract 872, Kings County, New York",1082,70,692,101,273,85,419,91,54,51,365,89,390,105,361,102,29,34
1400000US36047087401,36047087401,"Census Tract 874.01, Kings County, New York",1362,82,865,113,432,129,433,123,54,45,379,117,497,113,471,116,26,33
1400000US36047087600,36047087600,"Census Tract 876, Kings County, New York",583,61,366,75,194,68,172,68,43,43,129,67,217,84,170,78,47,46
1400000US36047087800,36047087800,"Census Tract 878, Kings County, New York",973,57,784,79,255,62,529,85,74,43,455,83,189,75,172,73,17,21
1400000US36047088000,36047088000,"Census Tract 880, Kings County, New York",1163,77,803,125,288,99,515,124,83,72,432,121,360,120,291,103,69,60
1400000US36047088200,36047088200,"Census Tract 882, Kings County, New York",2475,135,1657,198,685,180,972,198,169,104,803,192,818,190,689,183,129,100
1400000US36047088400,36047088400,"Census Tract 884, Kings County, New York",1842,128,1215,182,482,143,733,151,124,79,609,137,627,156,565,154,62,55
1400000US36047088600,36047088600,"Census Tract 886, Kings County, New York",1764,88,1142,141,366,104,776,151,147,82,629,140,622,142,526,130,96,71
1400000US36047088800,36047088800,"Census Tract 888, Kings County, New York",1360,83,1031,130,300,123,731,145,148,77,583,132,329,109,329,109,0,12
1400000US36047089000,36047089000,"Census Tract 890, Kings County, New York",2081,162,1505,210,464,167,1041,198,219,130,822,205,576,182,497,157,79,89
1400000US36047089200,36047089200,"Census Tract 892, Kings County, New York",1469,98,1013,154,268,96,745,144,133,68,612,147,456,131,456,131,0,12
1400000US36047089400,36047089400,"Census Tract 894, Kings County, New York",1213,81,909,102,274,110,635,122,197,102,438,111,304,89,245,77,59,58
1400000US36047089600,36047089600,"Census Tract 896, Kings County, New York",1304,102,704,128,203,76,501,119,42,48,459,111,600,123,514,114,86,63
1400000US36047089800,36047089800,"Census Tract 898, Kings County, New York",664,61,518,74,198,83,320,79,4,8,316,78,146,58,126,53,20,21
1400000US36047090000,36047090000,"Census Tract 900, Kings County, New York",2010,92,1490,126,383,123,1107,148,162,87,945,155,520,122,465,116,55,61
1400000US36047090200,36047090200,"Census Tract 902, Kings County, New York",887,68,666,87,185,78,481,102,65,39,416,99,221,66,200,59,21,25
1400000US36047090600,36047090600,"Census Tract 906, Kings County, New York",1581,63,1192,104,221,88,971,115,130,65,841,113,389,111,372,110,17,21
1400000US36047090800,36047090800,"Census Tract 908, Kings County, New York",1206,98,776,102,60,45,716,108,14,19,702,109,430,108,381,101,49,46
1400000US36047091000,36047091000,"Census Tract 910, Kings County, New York",2356,101,1354,215,154,93,1200,207,113,103,1087,212,1002,225,991,226,11,18
1400000US36047091200,36047091200,"Census Tract 912, Kings County, New York",2236,130,1727,198,263,130,1464,211,133,76,1331,210,509,167,489,165,20,32
1400000US36047091600,36047091600,"Census Tract 916, Kings County, New York",1453,103,928,123,169,88,759,135,28,27,731,141,525,110,475,107,50,43
1400000US36047091800,36047091800,"Census Tract 918, Kings County, New York",1055,28,811,91,318,95,493,102,63,41,430,102,244,87,234,83,10,13
1400000US36047092000,36047092000,"Census Tract 920, Kings County, New York",1084,79,847,111,366,96,481,105,91,61,390,103,237,92,223,92,14,16
1400000US36047092200,36047092200,"Census Tract 922, Kings County, New York",1194,93,727,125,253,108,474,126,37,36,437,124,467,105,467,105,0,12
1400000US36047092400,36047092400,"Census Tract 924, Kings County, New York",949,76,745,105,187,77,558,113,92,68,466,112,204,79,186,79,18,20
1400000US36047092800,36047092800,"Census Tract 928, Kings County, New York",1050,66,749,92,368,100,381,77,87,74,294,88,301,85,293,85,8,12
1400000US36047093000,36047093000,"Census Tract 930, Kings County, New York",981,66,744,85,302,82,442,92,98,62,344,67,237,76,221,70,16,19
1400000US36047093200,36047093200,"Census Tract 932, Kings County, New York",449,20,352,55,195,57,157,55,54,36,103,48,97,50,97,50,0,12
1400000US36047093400,36047093400,"Census Tract 934, Kings County, New York",980,55,676,76,264,64,412,82,80,42,332,78,304,79,241,65,63,41
1400000US36047093600,36047093600,"Census Tract 936, Kings County, New York",608,46,437,56,255,69,182,64,27,23,155,61,171,51,144,56,27,32
1400000US36047093800,36047093800,"Census Tract 938, Kings County, New York",841,80,585,86,227,80,358,88,21,26,337,90,256,89,180,79,76,63
1400000US36047094401,36047094401,"Census Tract 944.01, Kings County, New York",1220,60,941,108,605,110,336,96,42,41,294,90,279,95,242,88,37,40
1400000US36047094402,36047094402,"Census Tract 944.02, Kings County, New York",1168,77,859,125,130,76,729,133,102,88,627,147,309,97,299,95,10,16
1400000US36047094600,36047094600,"Census Tract 946, Kings County, New York",672,63,458,89,257,87,201,73,21,28,180,71,214,80,202,78,12,14
1400000US36047095000,36047095000,"Census Tract 950, Kings County, New York",954,65,834,77,377,85,457,81,118,49,339,70,120,48,90,37,30,32
1400000US36047095400,36047095400,"Census Tract 954, Kings County, New York",1445,83,1215,115,714,124,501,124,81,51,420,117,230,97,192,88,38,34
1400000US36047095600,36047095600,"Census Tract 956, Kings County, New York",1284,51,1078,88,511,118,567,119,75,60,492,113,206,83,170,74,36,35
1400000US36047095800,36047095800,"Census Tract 958, Kings County, New York",1167,87,969,114,559,119,410,140,133,91,277,112,198,97,143,82,55,61
1400000US36047096000,36047096000,"Census Tract 960, Kings County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US36047096200,36047096200,"Census Tract 962, Kings County, New York",522,43,419,52,203,62,216,63,71,50,145,50,103,51,89,49,14,22
1400000US36047096400,36047096400,"Census Tract 964, Kings County, New York",737,78,590,100,245,96,345,138,151,100,194,61,147,56,72,42,75,50
1400000US36047096600,36047096600,"Census Tract 966, Kings County, New York",721,56,577,65,301,77,276,74,44,34,232,69,144,58,120,55,24,35
1400000US36047096800,36047096800,"Census Tract 968, Kings County, New York",440,47,365,65,187,60,178,60,43,40,135,51,75,50,51,39,24,33
1400000US36047097000,36047097000,"Census Tract 970, Kings County, New York",689,53,523,71,250,79,273,76,42,36,231,78,166,74,159,73,7,12
1400000US36047097400,36047097400,"Census Tract 974, Kings County, New York",762,40,598,67,267,74,331,79,83,68,248,66,164,61,128,55,36,35
1400000US36047098200,36047098200,"Census Tract 982, Kings County, New York",1637,43,1193,101,127,61,1066,110,134,76,932,138,444,96,444,96,0,12
1400000US36047098400,36047098400,"Census Tract 984, Kings County, New York",606,69,465,82,305,86,160,76,54,51,106,63,141,65,119,58,22,21
1400000US36047098600,36047098600,"Census Tract 986, Kings County, New York",1028,61,856,88,537,97,319,84,81,50,238,75,172,67,144,62,28,26
1400000US36047098800,36047098800,"Census Tract 988, Kings County, New York",1007,71,725,102,404,112,321,108,76,55,245,96,282,87,270,83,12,18
1400000US36047099000,36047099000,"Census Tract 990, Kings County, New York",458,44,332,68,203,71,129,45,17,26,112,49,126,55,113,54,13,22
1400000US36047099200,36047099200,"Census Tract 992, Kings County, New York",571,64,504,65,263,68,241,78,70,53,171,62,67,44,67,44,0,12
1400000US36047099400,36047099400,"Census Tract 994, Kings County, New York",644,53,511,64,301,65,210,81,32,36,178,73,133,66,96,48,37,46
1400000US36047099600,36047099600,"Census Tract 996, Kings County, New York",1121,73,847,114,416,88,431,104,103,66,328,90,274,101,200,81,74,58
1400000US36047099800,36047099800,"Census Tract 998, Kings County, New York",1233,90,1019,122,600,129,419,111,40,42,379,112,214,85,184,81,30,28
1400000US36047100400,36047100400,"Census Tract 1004, Kings County, New York",961,60,773,91,315,81,458,111,93,52,365,102,188,76,162,70,26,33
1400000US36047100600,36047100600,"Census Tract 1006, Kings County, New York",850,47,630,88,381,83,249,74,30,23,219,75,220,82,160,74,60,37
1400000US36047100800,36047100800,"Census Tract 1008, Kings County, New York",696,43,579,61,316,67,263,70,94,44,169,71,117,46,109,46,8,10
1400000US36047101000,36047101000,"Census Tract 1010, Kings County, New York",723,59,567,84,333,106,234,87,42,48,192,75,156,68,132,60,24,37
1400000US36047101200,36047101200,"Census Tract 1012, Kings County, New York",718,52,575,67,322,82,253,69,54,35,199,64,143,50,143,50,0,12
1400000US36047101400,36047101400,"Census Tract 1014, Kings County, New York",783,53,604,72,359,78,245,70,55,36,190,66,179,64,158,66,21,20
1400000US36047101600,36047101600,"Census Tract 1016, Kings County, New York",447,44,403,53,181,56,222,54,49,46,173,58,44,28,40,27,4,6
1400000US36047101800,36047101800,"Census Tract 1018, Kings County, New York",719,79,346,76,252,70,94,46,11,20,83,46,373,101,353,101,20,23
1400000US36047102000,36047102000,"Census Tract 1020, Kings County, New York",631,33,531,64,401,83,130,60,16,16,114,59,100,54,63,44,37,29
1400000US36047102200,36047102200,"Census Tract 1022, Kings County, New York",712,53,557,72,277,78,280,75,22,25,258,70,155,60,155,60,0,12
1400000US36047102400,36047102400,"Census Tract 1024, Kings County, New York",609,58,462,66,267,64,195,64,28,24,167,61,147,59,147,59,0,12
1400000US36047102600,36047102600,"Census Tract 1026, Kings County, New York",862,69,701,84,337,101,364,88,20,24,344,89,161,67,126,58,35,26
1400000US36047102800,36047102800,"Census Tract 1028, Kings County, New York",457,48,322,57,183,60,139,56,24,35,115,48,135,52,98,50,37,31
1400000US36047103400,36047103400,"Census Tract 1034, Kings County, New York",1541,104,958,134,219,76,739,144,181,90,558,152,583,120,567,121,16,19
1400000US36047105801,36047105801,"Census Tract 1058.01, Kings County, New York",3348,45,1549,255,535,168,1014,216,121,112,893,228,1799,260,1785,264,14,23
1400000US36047105804,36047105804,"Census Tract 1058.04, Kings County, New York",3015,102,1636,237,515,179,1121,277,245,189,876,227,1379,244,1359,243,20,31
1400000US36047107000,36047107000,"Census Tract 1070, Kings County, New York",252,83,172,82,129,79,43,29,10,16,33,24,80,44,80,44,0,12
1400000US36047107800,36047107800,"Census Tract 1078, Kings County, New York",1731,100,927,135,596,152,331,81,103,52,228,79,804,143,741,141,63,55
1400000US36047109800,36047109800,"Census Tract 1098, Kings County, New York",588,49,422,70,151,63,271,73,59,47,212,63,166,72,166,72,0,12
1400000US36047110400,36047110400,"Census Tract 1104, Kings County, New York",1634,97,1103,143,380,126,723,145,99,71,624,137,531,136,449,129,82,58
1400000US36047110600,36047110600,"Census Tract 1106, Kings County, New York",1565,72,1314,85,236,94,1078,122,48,40,1030,121,251,75,242,74,9,14
1400000US36047111000,36047111000,"Census Tract 1110, Kings County, New York",1456,60,954,114,162,82,792,119,47,43,745,110,502,121,446,112,56,50
1400000US36047111600,36047111600,"Census Tract 1116, Kings County, New York",918,94,623,119,255,137,368,124,38,38,330,125,295,100,262,97,33,53
1400000US36047111800,36047111800,"Census Tract 1118, Kings County, New York",896,102,624,104,241,96,383,97,26,43,357,92,272,103,218,79,54,67
1400000US36047112000,36047112000,"Census Tract 1120, Kings County, New York",1112,99,871,122,386,104,485,125,72,58,413,114,241,93,208,86,33,39
1400000US36047112200,36047112200,"Census Tract 1122, Kings County, New York",1007,89,813,115,266,104,547,120,47,53,500,105,194,98,158,91,36,35
1400000US36047112400,36047112400,"Census Tract 1124, Kings County, New York",1073,90,861,114,316,112,545,129,28,44,517,116,212,90,181,85,31,40
1400000US36047112600,36047112600,"Census Tract 1126, Kings County, New York",1201,112,827,153,378,131,449,119,119,84,330,122,374,129,290,111,84,68
1400000US36047112800,36047112800,"Census Tract 1128, Kings County, New York",1440,96,992,125,374,116,618,138,150,93,468,125,448,115,366,111,82,56
1400000US36047113000,36047113000,"Census Tract 1130, Kings County, New York",1419,78,1070,132,329,106,741,140,51,52,690,148,349,114,274,104,75,61
1400000US36047113200,36047113200,"Census Tract 1132, Kings County, New York",700,42,550,71,282,67,268,78,47,36,221,70,150,59,110,54,40,42
1400000US36047113400,36047113400,"Census Tract 1134, Kings County, New York",824,53,573,73,235,80,338,82,33,29,305,73,251,66,158,59,93,60
1400000US36047114201,36047114201,"Census Tract 1142.01, Kings County, New York",546,49,427,75,235,89,192,77,36,30,156,75,119,72,81,44,38,51
1400000US36047114202,36047114202,"Census Tract 1142.02, Kings County, New York",815,74,581,106,307,115,274,98,68,51,206,84,234,82,234,82,0,12
1400000US36047114400,36047114400,"Census Tract 1144, Kings County, New York",787,50,629,70,179,77,450,88,58,42,392,89,158,63,136,58,22,24
1400000US36047114600,36047114600,"Census Tract 1146, Kings County, New York",867,77,663,94,246,79,417,90,116,58,301,80,204,79,204,79,0,12
1400000US36047115000,36047115000,"Census Tract 1150, Kings County, New York",817,71,507,83,234,86,273,86,68,47,205,74,310,80,232,78,78,61
1400000US36047115200,36047115200,"Census Tract 1152, Kings County, New York",926,84,743,91,330,82,413,89,87,61,326,80,183,68,172,64,11,19
1400000US36047115600,36047115600,"Census Tract 1156, Kings County, New York",1529,55,1148,106,299,95,849,108,52,48,797,104,381,103,361,102,20,22
1400000US36047115800,36047115800,"Census Tract 1158, Kings County, New York",921,89,661,111,207,81,454,108,103,67,351,77,260,85,187,70,73,67
1400000US36047116000,36047116000,"Census Tract 1160, Kings County, New York",829,70,584,83,203,82,381,72,21,24,360,76,245,81,241,80,4,8
1400000US36047116200,36047116200,"Census Tract 1162, Kings County, New York",718,64,514,76,163,62,351,75,45,45,306,73,204,58,204,58,0,12
1400000US36047116400,36047116400,"Census Tract 1164, Kings County, New York",919,84,782,77,372,78,410,87,75,63,335,90,137,73,131,72,6,9
1400000US36047116600,36047116600,"Census Tract 1166, Kings County, New York",811,79,664,87,279,74,385,91,122,66,263,77,147,66,147,66,0,12
1400000US36047116800,36047116800,"Census Tract 1168, Kings County, New York",598,70,355,79,110,47,245,83,68,62,177,83,243,91,174,81,69,53
1400000US36047117000,36047117000,"Census Tract 1170, Kings County, New York",590,50,449,67,217,83,232,67,62,53,170,63,141,73,123,67,18,21
1400000US36047117201,36047117201,"Census Tract 1172.01, Kings County, New York",712,75,586,81,279,80,307,81,81,48,226,79,126,54,95,45,31,28
1400000US36047117202,36047117202,"Census Tract 1172.02, Kings County, New York",1100,112,868,129,435,103,433,112,89,56,344,112,232,90,202,83,30,36
1400000US36047117400,36047117400,"Census Tract 1174, Kings County, New York",1081,125,877,134,511,150,366,115,170,90,196,92,204,87,134,68,70,63
1400000US36047117601,36047117601,"Census Tract 1176.01, Kings County, New York",817,71,688,82,307,76,381,75,96,53,285,72,129,56,111,54,18,20
1400000US36047117602,36047117602,"Census Tract 1176.02, Kings County, New York",916,90,601,104,282,103,319,81,95,55,224,82,315,104,196,79,119,73
1400000US36047117800,36047117800,"Census Tract 1178, Kings County, New York",412,56,315,65,138,53,177,56,41,33,136,57,97,54,68,45,29,34
1400000US36047118000,36047118000,"Census Tract 1180, Kings County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US36047118201,36047118201,"Census Tract 1182.01, Kings County, New York",878,82,749,82,437,87,312,84,85,44,227,80,129,58,103,50,26,25
1400000US36047118202,36047118202,"Census Tract 1182.02, Kings County, New York",877,72,682,93,338,80,344,86,113,60,231,78,195,67,165,61,30,36
1400000US36047118400,36047118400,"Census Tract 1184, Kings County, New York",1328,109,1061,122,573,131,488,132,166,81,322,106,267,87,200,78,67,54
1400000US36047118600,36047118600,"Census Tract 1186, Kings County, New York",756,80,665,85,350,87,315,91,82,57,233,81,91,47,62,42,29,26
1400000US36047118800,36047118800,"Census Tract 1188, Kings County, New York",1174,93,952,122,524,119,428,91,76,53,352,76,222,82,178,80,44,37
1400000US36047119000,36047119000,"Census Tract 1190, Kings County, New York",686,42,602,55,264,86,338,77,48,41,290,77,84,46,65,40,19,21
1400000US36047119200,36047119200,"Census Tract 1192, Kings County, New York",1039,88,786,110,409,117,377,103,110,64,267,89,253,89,125,57,128,75
1400000US36047119400,36047119400,"Census Tract 1194, Kings County, New York",1129,105,893,105,321,122,572,124,40,41,532,112,236,88,219,82,17,27
1400000US36047119600,36047119600,"Census Tract 1196, Kings County, New York",1585,126,1219,128,544,143,675,129,223,93,452,108,366,107,332,106,34,36
1400000US36047119800,36047119800,"Census Tract 1198, Kings County, New York",933,113,706,101,229,82,477,100,102,67,375,108,227,76,188,63,39,35
1400000US36047120000,36047120000,"Census Tract 1200, Kings County, New York",571,62,405,81,193,57,212,76,73,56,139,60,166,74,142,62,24,24
1400000US36047120200,36047120200,"Census Tract 1202, Kings County, New York",533,52,450,60,202,64,248,69,73,60,175,81,83,45,67,46,16,24
1400000US36047120800,36047120800,"Census Tract 1208, Kings County, New York",3101,163,2103,222,847,181,1256,236,220,118,1036,239,998,225,817,205,181,112
1400000US36047121000,36047121000,"Census Tract 1210, Kings County, New York",1489,58,1051,136,305,110,746,126,154,74,592,117,438,129,430,130,8,13
1400000US36047121400,36047121400,"Census Tract 1214, Kings County, New York",1501,63,1044,109,178,78,866,127,146,76,720,127,457,97,399,94,58,49
1400000US36047122000,36047122000,"Census Tract 1220, Kings County, New York",2062,122,1311,176,376,121,935,152,84,76,851,160,751,164,614,142,137,102
1400000US36047123700,36047123700,"Census Tract 1237, Kings County, New York",1258,117,1066,111,861,101,205,102,76,75,129,82,192,84,100,63,92,55
1400000US36047150200,36047150200,"Census Tract 1502, Kings County, New York",1089,53,769,100,611,96,158,61,34,26,124,56,320,96,190,73,130,67
1400000US36047152200,36047152200,"Census Tract 1522, Kings County, New York",1034,78,776,89,567,100,209,77,69,42,140,60,258,78,159,70,99,68
1400000US36047990100,36047990100,"Census Tract 9901, Kings County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US36061000100,36061000100,"Census Tract 1, New York County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US36061000201,36061000201,"Census Tract 2.01, New York County, New York",940,74,633,99,358,106,275,80,18,20,257,76,307,102,248,97,59,38
1400000US36061000202,36061000202,"Census Tract 2.02, New York County, New York",3338,168,1915,233,1141,249,774,229,125,90,649,213,1423,243,1407,241,16,27
1400000US36061000500,36061000500,"Census Tract 5, New York County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US36061000600,36061000600,"Census Tract 6, New York County, New York",3912,167,2491,289,1333,253,1158,286,259,157,899,262,1421,295,1342,292,79,55
1400000US36061000700,36061000700,"Census Tract 7, New York County, New York",4225,320,1010,236,875,228,135,100,55,63,80,74,3215,321,2245,332,970,218
1400000US36061000800,36061000800,"Census Tract 8, New York County, New York",3830,192,2603,287,1741,271,862,202,181,93,681,186,1227,243,1141,240,86,71
1400000US36061000900,36061000900,"Census Tract 9, New York County, New York",507,100,223,61,198,62,25,19,4,6,21,18,284,75,188,63,96,45
1400000US36061001001,36061001001,"Census Tract 10.01, New York County, New York",760,67,371,82,307,79,64,40,13,19,51,37,389,87,335,89,54,28
1400000US36061001002,36061001002,"Census Tract 10.02, New York County, New York",2215,125,1513,177,445,133,1068,185,244,133,824,170,702,170,657,171,45,45
1400000US36061001200,36061001200,"Census Tract 12, New York County, New York",1740,83,790,121,491,116,299,89,100,58,199,75,950,125,857,113,93,61
1400000US36061001300,36061001300,"Census Tract 13, New York County, New York",2310,200,435,110,340,94,95,74,56,65,39,35,1875,226,1442,220,433,126
1400000US36061001401,36061001401,"Census Tract 14.01, New York County, New York",1577,102,751,128,592,123,159,71,22,20,137,71,826,142,721,138,105,59
1400000US36061001402,36061001402,"Census Tract 14.02, New York County, New York",1340,72,488,92,306,86,182,76,27,33,155,65,852,106,623,122,229,85
1400000US36061001501,36061001501,"Census Tract 15.01, New York County, New York",3221,172,1074,230,749,172,325,158,149,100,176,121,2147,248,1911,255,236,153
1400000US36061001502,36061001502,"Census Tract 15.02, New York County, New York",2845,213,1027,190,902,186,125,78,25,39,100,66,1818,240,1064,228,754,172
1400000US36061001600,36061001600,"Census Tract 16, New York County, New York",3011,197,1882,224,1403,216,479,174,139,93,340,138,1129,221,919,206,210,123
1400000US36061001800,36061001800,"Census Tract 18, New York County, New York",3034,152,1301,204,965,213,336,145,106,80,230,118,1733,198,1181,229,552,166
1400000US36061002000,36061002000,"Census Tract 20, New York County, New York",1855,59,1093,130,308,91,785,143,65,53,720,147,762,133,752,133,10,15
1400000US36061002100,36061002100,"Census Tract 21, New York County, New York",2684,171,1408,227,1324,224,84,53,0,17,84,53,1276,205,857,175,419,147
1400000US36061002201,36061002201,"Census Tract 22.01, New York County, New York",2818,127,1664,191,809,131,855,179,138,100,717,164,1154,194,1025,198,129,66
1400000US36061002202,36061002202,"Census Tract 22.02, New York County, New York",995,73,273,82,201,74,72,53,6,10,66,53,722,84,463,101,259,70
1400000US36061002400,36061002400,"Census Tract 24, New York County, New York",2086,79,1569,145,672,133,897,149,118,82,779,148,517,126,463,119,54,56
1400000US36061002500,36061002500,"Census Tract 25, New York County, New York",1835,77,1173,164,601,143,572,141,127,72,445,121,662,170,655,170,7,11
1400000US36061002601,36061002601,"Census Tract 26.01, New York County, New York",1508,68,731,121,465,101,266,86,58,34,208,78,777,116,565,121,212,76
1400000US36061002602,36061002602,"Census Tract 26.02, New York County, New York",2059,116,902,178,502,173,400,159,110,108,290,122,1157,165,841,168,316,113
1400000US36061002700,36061002700,"Census Tract 27, New York County, New York",535,72,253,66,145,53,108,43,32,32,76,41,282,77,230,76,52,36
1400000US36061002800,36061002800,"Census Tract 28, New York County, New York",3250,138,1416,179,545,132,871,183,220,124,651,151,1834,199,1491,203,343,126
1400000US36061002900,36061002900,"Census Tract 29, New York County, New York",2071,177,1059,197,665,158,394,157,108,78,286,128,1012,189,949,190,63,53
1400000US36061003001,36061003001,"Census Tract 30.01, New York County, New York",2300,154,485,118,290,102,195,82,33,39,162,78,1815,172,1348,221,467,138
1400000US36061003002,36061003002,"Census Tract 30.02, New York County, New York",1791,97,459,113,231,96,228,85,76,55,152,80,1332,134,1110,145,222,72
1400000US36061003100,36061003100,"Census Tract 31, New York County, New York",738,67,272,63,226,78,46,40,0,12,46,40,466,73,276,71,190,78
1400000US36061003200,36061003200,"Census Tract 32, New York County, New York",4417,262,1057,246,702,219,355,155,136,116,219,126,3360,325,2731,348,629,164
1400000US36061003300,36061003300,"Census Tract 33, New York County, New York",2309,169,1189,185,1107,190,82,55,25,29,57,45,1120,178,752,149,368,133
1400000US36061003400,36061003400,"Census Tract 34, New York County, New York",3877,165,733,160,599,180,134,82,32,52,102,67,3144,222,2548,266,596,171
1400000US36061003601,36061003601,"Census Tract 36.01, New York County, New York",1379,110,618,98,252,82,366,91,153,86,213,75,761,117,648,117,113,60
1400000US36061003602,36061003602,"Census Tract 36.02, New York County, New York",1394,120,299,101,180,94,119,57,18,20,101,52,1095,139,870,137,225,96
1400000US36061003700,36061003700,"Census Tract 37, New York County, New York",1270,128,341,92,239,73,102,65,42,42,60,49,929,142,736,141,193,72
1400000US36061003800,36061003800,"Census Tract 38, New York County, New York",5025,309,820,255,630,196,190,126,70,65,120,109,4205,412,3287,441,918,247
1400000US36061003900,36061003900,"Census Tract 39, New York County, New York",2542,235,1240,192,1052,184,188,100,47,40,141,98,1302,197,1180,215,122,66
1400000US36061004000,36061004000,"Census Tract 40, New York County, New York",4199,235,938,228,668,181,270,170,118,141,152,97,3261,292,2220,306,1041,249
1400000US36061004100,36061004100,"Census Tract 41, New York County, New York",3258,210,1265,190,1026,189,239,109,119,92,120,80,1993,264,1532,288,461,144
1400000US36061004200,36061004200,"Census Tract 42, New York County, New York",1598,113,446,99,308,78,138,75,69,61,69,41,1152,128,823,135,329,99
1400000US36061004300,36061004300,"Census Tract 43, New York County, New York",2334,208,619,132,409,116,210,111,71,57,139,90,1715,218,1276,209,439,134
1400000US36061004400,36061004400,"Census Tract 44, New York County, New York",8000,291,2965,353,2001,331,964,317,161,144,803,294,5035,435,3349,551,1686,354
1400000US36061004500,36061004500,"Census Tract 45, New York County, New York",408,96,172,57,144,54,28,20,20,19,8,9,236,79,191,73,45,29
1400000US36061004700,36061004700,"Census Tract 47, New York County, New York",1297,141,422,127,378,129,44,41,0,12,44,41,875,143,758,131,117,92
1400000US36061004800,36061004800,"Census Tract 48, New York County, New York",3504,187,1011,186,824,173,187,82,109,75,78,57,2493,256,1710,242,783,206
