Unique Key	Created Date	Closed Date	Agency	Agency Name	Complaint Type	Descriptor	Location Type	Incident Zip	Incident Address	Street Name	Cross Street 1	Cross Street 2	Intersection Street 1	Intersection Street 2	Address Type	City	Facility Type	Status	Due Date	Resolution Action Updated Date	Community Board	Borough	Latitude	Longitude
26511136	10/18/2013 06:06:23 PM	10/21/2013 09:43:57 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Other (Explain Below)	11208	880 GLENMORE AVENUE	GLENMORE AVENUE	MONTAUK AVENUE	MILFORD STREET			ADDRESS	BROOKLYN	N/A	Closed	11/01/2013 06:06:23 PM	10/21/2013 09:43:57 AM	05 BROOKLYN	BROOKLYN	40.6758761829	-73.8776881215
26513237	10/18/2013 05:20:46 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Food Cart Vendor	10005					HANOVER SQUARE	WATER STREET	INTERSECTION	NEW YORK	N/A	Open	12/02/2013 05:20:46 PM	10/21/2013 09:47:23 AM	01 MANHATTAN	MANHATTAN	40.7040857143	-74.0089878292
26513715	10/18/2013 04:25:39 PM	10/29/2013 11:25:48 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	10466	4141 LACONIA AVENUE	LACONIA AVENUE	EAST 230 STREET	EAST 231 STREET			ADDRESS	BRONX	N/A	Closed	11/01/2013 04:25:39 PM	10/29/2013 11:25:49 AM	12 BRONX	BRONX	40.8881199441	-73.846812778
26508202	10/18/2013 03:08:55 PM	10/29/2013 11:29:21 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11435	146-04 LIBERTY AVENUE	LIBERTY AVENUE	LIVERPOOL STREET	WALTHAM STREET			ADDRESS	JAMAICA	N/A	Closed	11/01/2013 03:08:55 PM	10/29/2013 11:29:21 AM	12 QUEENS	QUEENS	40.6949005669	-73.8060344436
26512961	10/18/2013 12:21:41 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11435	138-41 JAMAICA AVENUE	JAMAICA AVENUE	138 PLACE	89 AVENUE			ADDRESS	JAMAICA	N/A	Open	12/02/2013 12:21:41 PM	10/21/2013 09:46:15 AM	12 QUEENS	QUEENS	40.7025467736	-73.8139034336
26508396	10/18/2013 10:38:40 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10007	189 CHURCH STREET	CHURCH STREET	READE STREET	DUANE STREET			ADDRESS	NEW YORK	N/A	Open	12/02/2013 10:38:40 AM	10/21/2013 11:10:01 AM	01 MANHATTAN	MANHATTAN	40.7159075362	-74.0071533012
26506309	10/17/2013 12:11:37 PM	10/21/2013 11:08:55 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11215	1201 8 AVENUE	8 AVENUE	12 STREET	13 STREET			ADDRESS	BROOKLYN	N/A	Closed	10/31/2013 12:11:37 PM	10/21/2013 11:08:55 AM	06 BROOKLYN	BROOKLYN	40.6638543405	-73.9807880269
26503471	10/17/2013 11:40:11 AM	10/17/2013 11:57:08 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10456	1362 GRAND CONCOURS	GRAND CONCOURS	MARCY PLACE	ELLIOT PLACE			ADDRESS	BRONX	N/A	Closed	10/31/2013 11:40:11 AM	10/17/2013 11:57:08 AM	04 BRONX	BRONX	40.8378192018	-73.9144873407
26504430	10/17/2013 11:34:42 AM	10/17/2013 11:52:51 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10456	1362 GRAND CONCOURS	GRAND CONCOURS	MARCY PLACE	ELLIOT PLACE			ADDRESS	BRONX	N/A	Closed	10/31/2013 11:34:42 AM	10/17/2013 11:52:51 AM	04 BRONX	BRONX	40.8378192018	-73.9144873407
26501706	10/17/2013 10:52:47 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11434	129-26 MERRICK BOULEVARD	MERRICK BOULEVARD	EVELETH ROAD	130 AVENUE			ADDRESS	JAMAICA	N/A	Open	12/01/2013 10:52:47 AM	10/17/2013 11:50:43 AM	12 QUEENS	QUEENS	40.6804844684	-73.7632261055
26502474	10/17/2013 10:48:37 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery						14 STREET	9 AVE			N/A	Open	12/01/2013 10:48:37 AM	10/17/2013 11:48:34 AM	Unspecified MANHATTAN	MANHATTAN		
26501514	10/17/2013 07:54:18 AM	10/29/2013 11:19:57 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Restaurant/Bar/Deli/Bakery	10475	2152 BARTOW AVENUE	BARTOW AVENUE	CO-OP CITY BOULEVARD	BAY PLAZA DRIVEWAY			ADDRESS	BRONX	N/A	Closed	10/31/2013 07:54:18 AM	10/29/2013 11:19:57 AM	10 BRONX	BRONX	40.8693041277	-73.8249272644
26502499	10/17/2013 06:10:19 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10036	688 8 AVENUE	8 AVENUE	WEST 43 STREET	WEST 44 STREET			ADDRESS	NEW YORK	N/A	Open	12/01/2013 06:10:19 AM	10/17/2013 11:46:25 AM	05 MANHATTAN	MANHATTAN	40.7582176009	-73.9890592899
26495050	10/16/2013 04:51:51 PM	10/29/2013 11:07:07 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11225	186 RUTLAND ROAD	RUTLAND ROAD	BEDFORD AVENUE	ROGERS AVENUE			ADDRESS	BROOKLYN	N/A	Closed	10/30/2013 04:51:51 PM	10/29/2013 11:07:07 AM	09 BROOKLYN	BROOKLYN	40.6591397134	-73.9546622253
26493317	10/16/2013 02:30:26 PM	10/29/2013 11:05:56 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10451	1 EAST 161 STREET	EAST 161 STREET	MACOMBS DAM BRIDGE	RIVER AVENUE			ADDRESS	BRONX	N/A	Closed	10/30/2013 02:30:26 PM	10/29/2013 11:05:56 AM	04 BRONX	BRONX	40.829034678	-73.9284971253
26500078	10/16/2013 01:18:28 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11375	71 CONTINENTAL AVENUE	CONTINENTAL AVENUE	EXETER STREET	BOW STREET			ADDRESS	FOREST HILLS	N/A	Open	11/30/2013 01:18:28 PM	10/16/2013 02:24:03 PM	06 QUEENS	QUEENS	40.7175702286	-73.8464400015
26498300	10/16/2013 12:34:33 PM	10/29/2013 11:09:33 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11377	50-18 SKILLMAN AVENUE	SKILLMAN AVENUE	50 STREET	51 STREET			ADDRESS	WOODSIDE	N/A	Closed	10/30/2013 12:34:33 PM	10/29/2013 11:09:33 AM	02 QUEENS	QUEENS	40.7461009274	-73.9140456808
26498441	10/16/2013 12:28:52 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10035	2262 3 AVENUE	3 AVENUE	EAST 123 STREET	EAST 124 STREET			ADDRESS	NEW YORK	N/A	Open	11/30/2013 12:28:52 PM	10/29/2013 11:12:57 AM	11 MANHATTAN	MANHATTAN	40.8024952844	-73.93671044
26495650	10/16/2013 12:27:57 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10010	24 WEST 23 STREET	WEST 23 STREET	5 AVENUE	AVENUE OF THE AMERICAS			ADDRESS	NEW YORK	N/A	Open	11/30/2013 12:27:57 PM	10/29/2013 11:16:23 AM	05 MANHATTAN	MANHATTAN	40.7419633398	-73.9905812317
26494747	10/16/2013 12:22:42 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	10025					BROADWAY	WEST  108 STREET	INTERSECTION	NEW YORK	N/A	Open	11/30/2013 12:22:42 PM	10/29/2013 11:15:08 AM	07 MANHATTAN	MANHATTAN	40.8029280409	-73.9675748181
26495502	10/16/2013 12:15:58 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11106	35-15 31 AVENUE	31 AVENUE	35 STREET	36 STREET			ADDRESS	ASTORIA	N/A	Open	11/30/2013 12:15:58 PM	10/16/2013 12:51:47 PM	01 QUEENS	QUEENS	40.7627384383	-73.9200779295
26498154	10/16/2013 12:06:06 PM	10/16/2013 12:49:35 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11104	39-43 48 AVENUE	48 AVENUE	39 PLACE	40 STREET			ADDRESS	SUNNYSIDE	N/A	Closed	10/30/2013 12:06:06 PM	10/16/2013 12:49:35 PM	02 QUEENS	QUEENS	40.7400403702	-73.9256696499
26496387	10/16/2013 10:35:06 AM	10/16/2013 01:02:24 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	11238	395 FLATBUSH AVENUE	FLATBUSH AVENUE	STERLING PLACE	8 AVENUE			ADDRESS	BROOKLYN	N/A	Closed	10/30/2013 10:35:06 AM	10/16/2013 01:02:24 PM	08 BROOKLYN	BROOKLYN	40.6759541484	-73.9715553526
26487438	10/15/2013 02:25:22 PM	10/23/2013 12:03:58 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	10467	3025 WHITE PLAINS ROAD	WHITE PLAINS ROAD	ADEE AVENUE	BURKE AVENUE			ADDRESS	BRONX	N/A	Closed	10/29/2013 02:25:22 PM	10/23/2013 12:03:58 PM	12 BRONX	BRONX	40.8701510093	-73.8672140955
26492943	10/15/2013 01:01:18 PM	10/29/2013 11:03:45 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11213	1122 EASTERN PARKWAY	EASTERN PARKWAY	SCHENECTADY AVENUE	UTICA AVENUE			ADDRESS	BROOKLYN	N/A	Closed	10/29/2013 01:01:18 PM	10/29/2013 11:03:45 AM	09 BROOKLYN	BROOKLYN	40.6688146266	-73.9315815381
26488879	10/15/2013 09:27:38 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	10457	270 EAST BURNSIDE AVENUE	EAST BURNSIDE AVENUE	ANTHONY AVENUE	RYER AVENUE			ADDRESS	BRONX	N/A	Open	11/29/2013 09:27:38 AM	10/15/2013 11:12:07 AM	05 BRONX	BRONX	40.8513600642	-73.902201774
26486457	10/15/2013 08:32:10 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11221	422 MADISON STREET	MADISON STREET	THROOP AVENUE	MARCUS GARVEY BOULEVARD			ADDRESS	BROOKLYN	N/A	Open	11/29/2013 08:32:10 AM	10/29/2013 11:02:38 AM	03 BROOKLYN	BROOKLYN	40.6858127446	-73.9410037824
26485349	10/14/2013 10:23:05 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10010	676 6 AVENUE	6 AVENUE	WEST 21 STREET	WEST 22 STREET			ADDRESS	NEW YORK	N/A	Open	11/28/2013 10:23:05 PM	10/29/2013 10:52:30 AM	05 MANHATTAN	MANHATTAN	40.7417549475	-73.9936270142
26484710	10/14/2013 03:58:41 PM	10/29/2013 10:52:19 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11235	1720 JEROME AVENUE	JEROME AVENUE	EAST 17 STREET	EAST 18 STREET			ADDRESS	BROOKLYN	N/A	Closed	10/28/2013 03:58:41 PM	10/29/2013 10:52:20 AM	15 BROOKLYN	BROOKLYN	40.5873321522	-73.9519998986
26483487	10/14/2013 01:26:24 PM	10/29/2013 10:51:12 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10075	1505 1 AVENUE	1 AVENUE	EAST 78 STREET	EAST 79 STREET			ADDRESS	NEW YORK	N/A	Closed	10/28/2013 01:26:24 PM	10/29/2013 10:51:12 AM	08 MANHATTAN	MANHATTAN	40.7720639507	-73.9529029218
26478389	10/14/2013 11:41:07 AM	10/15/2013 11:05:27 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11238	1141 FULTON STREET	FULTON STREET	CLAVER PLACE	FRANKLIN AVENUE			ADDRESS	BROOKLYN	N/A	Closed	10/28/2013 11:41:07 AM	10/15/2013 11:05:27 AM	03 BROOKLYN	BROOKLYN	40.6812439778	-73.9561506652
26480148	10/14/2013 09:25:58 AM	10/15/2013 11:02:01 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	10012	158 BOWERY	BOWERY	BROOME STREET	DELANCEY STREET			ADDRESS	NEW YORK	N/A	Closed	10/28/2013 09:25:58 AM	10/15/2013 11:02:01 AM	02 MANHATTAN	MANHATTAN	40.7197804725	-73.9942784695
26478388	10/14/2013 06:17:47 AM	10/15/2013 10:49:30 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10033	1419 ST NICHOLAS AVENUE	ST NICHOLAS AVENUE	WEST 180 STREET	WEST 181 STREET			ADDRESS	NEW YORK	N/A	Closed	10/28/2013 06:17:47 AM	10/15/2013 10:49:30 AM	12 MANHATTAN	MANHATTAN	40.8492224517	-73.9338177199
26479817	10/13/2013 07:38:32 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11435	90-58 SUTPHIN BOULEVARD	SUTPHIN BOULEVARD	JAMAICA AVENUE	91 AVENUE			ADDRESS	JAMAICA	N/A	Open	11/27/2013 07:38:32 PM	10/15/2013 10:35:09 AM	12 QUEENS	QUEENS	40.7015845128	-73.8079228597
26480500	10/13/2013 04:49:14 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11215	5 AVENUE	5 AVENUE	4 STREET	5 STREET			BLOCKFACE	BROOKLYN	N/A	Open	11/27/2013 04:49:14 PM	10/29/2013 10:46:42 AM	06 BROOKLYN	BROOKLYN	40.6718915456	-73.9840409655
26478584	10/13/2013 04:28:05 PM	10/15/2013 10:58:39 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Restaurant/Bar/Deli/Bakery	10031	3645 BROADWAY	BROADWAY	WEST 150 STREET	WEST 151 STREET			ADDRESS	NEW YORK	N/A	Closed	10/27/2013 04:28:05 PM	10/15/2013 10:58:39 AM	09 MANHATTAN	MANHATTAN	40.8296983998	-73.9480814889
26479907	10/13/2013 01:18:17 PM	10/29/2013 10:47:49 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11215	351 7 AVENUE	7 AVENUE	10 STREET	11 STREET			ADDRESS	BROOKLYN	N/A	Closed	10/27/2013 01:18:17 PM	10/29/2013 10:47:49 AM	06 BROOKLYN	BROOKLYN	40.6661519443	-73.9821823538
26479444	10/13/2013 11:19:00 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11235	2105 AVENUE Z	AVENUE Z	EAST 21 STREET	EAST 22 STREET			ADDRESS	BROOKLYN	N/A	Open	11/27/2013 11:19:00 AM	10/15/2013 10:39:32 AM	15 BROOKLYN	BROOKLYN	40.5886562167	-73.9481464767
26476847	10/13/2013 09:04:01 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10458	371 EAST FORDHAM ROAD	EAST FORDHAM ROAD	MARION AVENUE	DECATUR AVENUE			ADDRESS	BRONX	N/A	Open	11/27/2013 09:04:01 AM	10/15/2013 10:31:45 AM	07 BRONX	BRONX	40.8618633517	-73.8921865964
26477887	10/12/2013 08:36:19 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11205					MYRTLE AVENUE	CARLTON AVENUE	INTERSECTION	BROOKLYN	N/A	Open	11/26/2013 08:36:19 PM	10/24/2013 09:32:06 AM	02 BROOKLYN	BROOKLYN	40.6932492826	-73.9729110751
26487031	10/12/2013 02:47:25 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	10468					WEST KINGSBRIDGE ROAD	UNIVERSITY AVENUE	INTERSECTION	BRONX	N/A	Open	11/26/2013 02:47:25 PM	10/15/2013 10:11:33 AM	07 BRONX	BRONX	40.8682829237	-73.9010669023
26490196	10/12/2013 11:31:07 AM	10/15/2013 10:07:11 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	11413					MERRICK BOULEVARD	219 STREET	INTERSECTION	SPRINGFIELD GARDENS	N/A	Closed	10/26/2013 11:31:07 AM	10/15/2013 10:07:11 AM	13 QUEENS	QUEENS	40.6793510842	-73.750341006
26488181	10/12/2013 08:33:53 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11222	92 CALYER STREET	CALYER STREET	WEST STREET	FRANKLIN STREET			ADDRESS	BROOKLYN	N/A	Open	11/26/2013 08:33:53 AM	10/15/2013 10:06:06 AM	01 BROOKLYN	BROOKLYN	40.7270244197	-73.9574951574
26471208	10/11/2013 12:44:39 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11101	45-01 34 AVENUE	34 AVENUE	45 STREET	46 STREET			ADDRESS	LONG ISLAND CITY	N/A	Open	11/25/2013 12:44:39 AM	10/24/2013 09:29:33 AM	01 QUEENS	QUEENS	40.7547571031	-73.9167451843
26472205	10/10/2013 07:18:24 PM	10/21/2013 03:21:39 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10462					MORRIS PARK AVENUE	WHITE PLAINS ROAD	INTERSECTION	BRONX	N/A	Closed	10/24/2013 07:18:24 PM	10/21/2013 03:21:40 PM	11 BRONX	BRONX	40.8452223447	-73.8661181145
26468921	10/10/2013 05:04:31 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Restaurant/Bar/Deli/Bakery	10010	311 3 AVENUE	3 AVENUE	EAST 23 STREET	EAST 24 STREET			ADDRESS	NEW YORK	N/A	Open	11/24/2013 05:04:31 PM	10/21/2013 03:20:36 PM	06 MANHATTAN	MANHATTAN	40.7391847636	-73.982877321
26472299	10/10/2013 02:59:34 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11220	5918 8 AVENUE	8 AVENUE	59 STREET	60 STREET			ADDRESS	BROOKLYN	N/A	Open	11/24/2013 02:59:34 PM	10/10/2013 03:26:08 PM	07 BROOKLYN	BROOKLYN	40.635919182	-74.0091299737
26471642	10/10/2013 02:14:02 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10019	900 7 AVENUE	7 AVENUE	WEST 56 STREET	WEST 57 STREET			ADDRESS	NEW YORK	N/A	Open	11/24/2013 02:14:02 PM	10/10/2013 02:26:06 PM	05 MANHATTAN	MANHATTAN	40.7654213555	-73.9801197599
26469131	10/10/2013 02:13:00 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10013	262 CANAL STREET	CANAL STREET	LAFAYETTE STREET	CORTLANDT ALLEY			ADDRESS	NEW YORK	N/A	Open	11/24/2013 02:13:00 PM	10/10/2013 02:38:56 PM	01 MANHATTAN	MANHATTAN	40.7187101547	-74.0009379408
26471361	10/10/2013 01:53:48 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10036	154 WEST 45 STREET	WEST 45 STREET	AVENUE OF THE AMERICAS	7 AVENUE			ADDRESS	NEW YORK	N/A	Open	11/24/2013 01:53:48 PM	10/10/2013 02:09:04 PM	05 MANHATTAN	MANHATTAN	40.7574073413	-73.9842298314
26472196	10/10/2013 12:44:33 PM	10/21/2013 03:23:50 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	11104	46-02 QUEENS BOULEVARD	QUEENS BOULEVARD	46 STREET	47 STREET			ADDRESS	SUNNYSIDE	N/A	Closed	10/24/2013 12:44:33 PM	10/21/2013 03:23:50 PM	02 QUEENS	QUEENS	40.7431288879	-73.9185460653
26470477	10/10/2013 10:47:01 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10017	EAST 47 STREET	EAST 47 STREET	FIFTH AVENUE	MADISON AVENUE			BLOCKFACE	NEW YORK	N/A	Open	11/24/2013 10:47:01 AM	10/10/2013 11:21:14 AM	05 MANHATTAN	MANHATTAN	40.7563166112	-73.977765473
26468460	10/10/2013 10:35:33 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10028	1570 1 AVENUE	1 AVENUE	EAST 81 STREET	EAST 82 STREET			ADDRESS	NEW YORK	N/A	Open	11/24/2013 10:35:33 AM	10/10/2013 11:19:00 AM	08 MANHATTAN	MANHATTAN	40.7740230881	-73.9514429098
26469706	10/10/2013 08:56:02 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10012	5 BLEECKER STREET	BLEECKER STREET	BOWERY	ELIZABETH STREET			ADDRESS	NEW YORK	N/A	Open	11/16/2013 11:28:34 AM	10/02/2013 11:57:33 AM	02 MANHATTAN	MANHATTAN	40.7253357653	-73.9925678844
26461937	10/09/2013 07:57:09 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11377	61-19 ROOSEVELT AVENUE	ROOSEVELT AVENUE	LONG ISLAND RAILROAD	62 STREET			ADDRESS	WOODSIDE	N/A	Open	11/23/2013 07:57:09 PM	10/17/2013 12:44:06 PM	02 QUEENS	QUEENS	40.7456993226	-73.9026058977
26461101	10/09/2013 06:46:22 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11103	35-12 30 AVENUE	30 AVENUE	35 STREET	36 STREET			ADDRESS	ASTORIA	N/A	Open	11/23/2013 06:46:22 PM	10/17/2013 12:42:47 PM	01 QUEENS	QUEENS	40.765297828	-73.9180063343
26464370	10/09/2013 05:37:04 PM	10/10/2013 09:56:55 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10028	1427 3 AVENUE	3 AVENUE	EAST 80 STREET	EAST 81 STREET			ADDRESS	NEW YORK	N/A	Closed	10/23/2013 05:37:04 PM	10/10/2013 09:56:55 AM	08 MANHATTAN	MANHATTAN	40.7753810021	-73.9564822264
26466017	10/09/2013 03:14:23 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	10301	100 CENTRAL AVENUE	CENTRAL AVENUE	SLOSSON TERRACE	BEND			ADDRESS	STATEN ISLAND	N/A	Open	11/23/2013 03:14:23 PM	10/17/2013 12:38:18 PM	01 STATEN ISLAND	STATEN ISLAND	40.6392016434	-74.0763835273
26463374	10/09/2013 03:05:09 PM	10/17/2013 12:34:59 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	10463					BROADWAY	WEST  238 STREET	INTERSECTION	BRONX	N/A	Closed	10/23/2013 03:05:09 PM	10/17/2013 12:34:59 PM	08 BRONX	BRONX	40.8850992966	-73.900647679
26461649	10/09/2013 10:41:45 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Restaurant/Bar/Deli/Bakery	10467	2861 WHITE PLAINS ROAD	WHITE PLAINS ROAD	BRITTON STREET	ARNOW AVENUE			ADDRESS	BRONX	N/A	Open	11/23/2013 10:41:45 AM	10/17/2013 12:32:44 PM	11 BRONX	BRONX	40.8673378	-73.8673064857
26462469	10/09/2013 09:57:12 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10019	240 WEST 54 STREET	WEST 54 STREET	BROADWAY	8 AVENUE			ADDRESS	NEW YORK	N/A	Open	11/23/2013 09:57:12 AM	10/09/2013 11:32:48 AM	05 MANHATTAN	MANHATTAN	40.7642305933	-73.9829647403
26466539	10/09/2013 09:37:21 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10012	5 BLEECKER STREET	BLEECKER STREET	BOWERY	ELIZABETH STREET			ADDRESS	NEW YORK	N/A	Open	11/16/2013 11:28:34 AM	10/02/2013 11:57:33 AM	02 MANHATTAN	MANHATTAN	40.7253357653	-73.9925678844
26453856	10/08/2013 05:25:21 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10469	2452 EASTCHESTER ROAD	EASTCHESTER ROAD	WARING AVENUE	MACE AVENUE			ADDRESS	BRONX	N/A	Open	11/22/2013 05:25:21 PM	10/09/2013 11:03:10 AM	11 BRONX	BRONX	40.8618732039	-73.8433122283
26460374	10/08/2013 05:15:15 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10003	35 1 AVENUE	1 AVENUE	EAST 2 STREET	EAST 3 STREET			ADDRESS	NEW YORK	N/A	Open	11/22/2013 05:15:15 PM	10/09/2013 10:57:35 AM	03 MANHATTAN	MANHATTAN	40.7240727775	-73.9878671208
26454731	10/08/2013 05:04:34 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery						110 STREET	5 AVE			N/A	Open	11/22/2013 05:04:34 PM	10/09/2013 11:02:01 AM	Unspecified MANHATTAN	MANHATTAN		
26456667	10/08/2013 02:23:23 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	11385	1661 WEIRFIELD STREET	WEIRFIELD STREET	WYCKOFF AVENUE	CYPRESS AVENUE			ADDRESS	RIDGEWOOD	N/A	Open	11/22/2013 02:23:23 PM	10/08/2013 02:58:55 PM	05 QUEENS	QUEENS	40.6979753895	-73.904944006
26457632	10/08/2013 02:16:15 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11221	5 BLEECKER STREET	BLEECKER STREET	BUSHWICK AVENUE	EVERGREEN AVENUE			ADDRESS	BROOKLYN	N/A	Open	11/22/2013 02:16:15 PM	10/08/2013 03:01:04 PM	04 BROOKLYN	BROOKLYN	40.6928564753	-73.9234612475
