ID,Business Name,Trade Name,Industry,License Number,Full Address,Address Building,Address Street Name,City,State,ZIP Code,Borough,Address Location,Phone Number
53579,CASH CASH LTD., ,PAWNBROKER,1381759,"43 W 47TH ST, NEW YORK, NY 10036",43,W 47TH ST,NEW YORK,NY,10036,Manhattan,ROOM 303A,(917) 653-0840
53607,D & E REFINERS INC.,BROOKLYN PAWN SHOP,PAWNBROKER,1381854,"567 92 STREET, BROOKLYN, NY 11209",567,92 STREET,BROOKLYN,NY,11209,Brooklyn, ,(718) 754-2274
53608,MANHATTAN BUYERS INC, ,PAWNBROKER,1381859,"576 5TH AVE, NEW YORK, NY 10036",576,5TH AVE,NEW YORK,NY,10036,Manhattan,SUITE 201,(212) 221-9520
53643,CAPITAL PAWN BROKERS INC., ,PAWNBROKER,1382027,"24705 JERICHO TPKE, BELLROSE, NY 11426",24705,JERICHO TPKE,BELLROSE,NY,11426,Queens,1FL,(516) 652-1015
53649,"ESPINAL, FRANCIS J",QUEENSBRIDGE PAWN SHOP,PAWNBROKER,1382060,"38-85 13TH ST, LONG ISLND CITY, NY 11101",38-85,13TH ST,LONG ISLND CITY,NY,11101,Queens, ,(646) 529-0447
53680,HIMROD PAWNSHOP CORP., ,PAWNBROKER,1382172,"1381 MYRTLE AVE, BROOKLYN, NY 11237",1381,MYRTLE AVE,BROOKLYN,NY,11237,Brooklyn, ,(718) 452-0040
53918,"EMILIYA'S DIAMONDS, INC", ,PAWNBROKER,1382864,"2007 CONEY ISLAND AVE, BROOKLYN, NY 11223",2007,CONEY ISLAND AVE,BROOKLYN,NY,11223,Brooklyn, ,(718) 627-4752
54030,"ROSAS, VICENTE",DIAMOND JEWELRY,PAWNBROKER,1383211,"246 EAST  167 STREET, BRONX, NY 10456",246,EAST  167 STREET,BRONX,NY,10456,Bronx, ,(718) 293-4943
54112,AMERICA JEWELRY REPAIR INC., ,PAWNBROKER,1383472,"106 EAST  116 STREET, NEW YORK, NY 10029",106,EAST  116 STREET,NEW YORK,NY,10029,Manhattan, ,(212) 369-9352
54241,"LIBERTY PAWNBROKERS, INC", ,PAWNBROKER,1383887,"96-08 LIBERTY AVE, OZONE PARK, NY 11417",96-08,LIBERTY AVE,OZONE PARK,NY,11417,Queens, ,(718) 845-3700
54283,CBC & HSH CORP.,UNION PAWN STORE,PAWNBROKER,1384053,"36-12 UNION STREET, FLUSHING, NY 11354",36-12,UNION STREET,FLUSHING,NY,11354,Queens,2/FLOOR,(718) 461-8949
54394,"AL & AVI'S UNDERGROUND BARBER SHOP, INC", ,PAWNBROKER,1384432,"2716 CHURCH AVE, BROOKLYN, NY 11226",2716,CHURCH AVE,BROOKLYN,NY,11226,Brooklyn, ,(347) 561-0919
54467,WIN IN PAWN BROKERS INC., ,PAWNBROKER,1384616,"345 E 149TH ST, BRONX, NY 10451",345,E 149TH ST,BRONX,NY,10451,Bronx, ,(718) 292-2788
54702,2712 WESTCHESTER SQUARE PAWNBROKERS LLC, ,PAWNBROKER,1385421,"2712 EAST TREMONT AVENUE, BRONX, NY 10461",2712,EAST TREMONT AVENUE,BRONX,NY,10461,Bronx, ,(718) 892-1954
54769,BURNSIDE GOLD INC, ,PAWNBROKER,1385677,"277 E BURNSIDE AVE, BRONX, NY 10457",277,E BURNSIDE AVE,BRONX,NY,10457,Bronx, ,(347) 269-6170
54839,"JOYNER, HOWARD",GOLDFINGER PRECIOUS METALS EXCHANGE,PAWNBROKER,1385889,"1528 MERMAID AVE, BROOKLYN, NY 11224",1528,MERMAID AVE,BROOKLYN,NY,11224,Brooklyn, ,(718) 266-8252
54980,ELEMENT 79 LLC, ,PAWNBROKER,1386362,"703-5 E 187TH ST, BRONX, NY 10458",703-5,E 187TH ST,BRONX,NY,10458,Bronx, ,(718) 562-2666
55238,FAST CASH OF APOLLO PAWN SHOP INC., ,PAWNBROKER,1387245,"1348A AMSTERDAM AVE, NEW YORK, NY 10027",1348A,AMSTERDAM AVE,NEW YORK,NY,10027,Manhattan, ,(212) 222-1188
55291,AMSTERDAM PAWN SHOP CORP., ,PAWNBROKER,1387478,"1995 AMSTERDAM AVE, NEW YORK, NY 10032",1995,AMSTERDAM AVE,NEW YORK,NY,10032,Manhattan, ,(212) 283-2080
55402,SAVON GOLD INC., ,PAWNBROKER,1387882,"5020 CHURCH AVE, BROOKLYN, NY 11203",5020,CHURCH AVE,BROOKLYN,NY,11203,Brooklyn, ,(718) 342-1800
55542,EL PADRINITO CORP, ,PAWNBROKER,1388620,"3240 3RD AVE, BRONX, NY 10451",3240,3RD AVE,BRONX,NY,10451,Bronx, ,(718) 402-7074
55849,"ANGELES, MARIA",BIG COURTLANDT PAWN  SHOP,PAWNBROKER,1390200,"720 COURTLANDT AVENUE, BRONX, NY 10451",720,COURTLANDT AVENUE,BRONX,NY,10451,Bronx, ,(718) 292-0606
55884,WESTCHESTER GOLDEN PAWN SHOP CORP, ,PAWNBROKER,1390387,"1475 WESTCHESTER AVENUE, BRONX, NY 10472",1475,WESTCHESTER AVENUE,BRONX,NY,10472,Bronx, ,(347) 591-1877
55889,ALLERTON PAWNBROKERS & JEWELERS LLC,QUICK CASH OF RIDGEWOOD II,PAWNBROKER,1390400,"6013 MYRTLE AVE, RIDGEWOOD, NY 11385",6013,MYRTLE AVE,RIDGEWOOD,NY,11385,Queens, ,(646) 772-0471
56025,"GAMA ASSOCIATES, INC",BORINQUEN JEWELRY,PAWNBROKER,1391278,"629 EAST TREMONT AVENUE, BRONX, NY 10457",629,EAST TREMONT AVENUE,BRONX,NY,10457,Bronx, ,(718) 731-3443
56031,"GENERATION JEWLERS, LLC",THE GOLD STANDARD,PAWNBROKER,1391315,"6121 SPRINGFIELD BLVD, OAKLAND GARDENS, NY 11364",6121,SPRINGFIELD BLVD,OAKLAND GARDENS,NY,11364,Queens, ,(718) 224-4220
56095,PAWN BROKERS OF AMERICA II LTD., ,PAWNBROKER,1391701,"170-22A HILLSIDE AVE, QUEENS, NY 11432",170-22A,HILLSIDE AVE,QUEENS,NY,11432,Queens, ,(212) 840-7078
56115,B & H JEWELRY CORP, ,PAWNBROKER,1391825,"304A UTICA AVE, BROOKLYN, NY 11213",304A,UTICA AVE,BROOKLYN,NY,11213,Brooklyn, ,(718) 773-0333
56282,"EMPIRE PAWN BG, LLC", ,PAWNBROKER,1392775,"3548 UNION STREET, FLUSHING, NY 11354",3548,UNION STREET,FLUSHING,NY,11354,Queens,2 FLOOR,(917) 225-8428
56370,SECURE PAWNSHOP INC, ,PAWNBROKER,1393163,"3512 WHITE PLAINS RD, BRONX, NY 10467",3512,WHITE PLAINS RD,BRONX,NY,10467,Bronx, ,(718) 708-7506
56383,R & L MAGIC ENTERPRISES LTD., ,PAWNBROKER,1393207,"1930 CHURCH AVENUE, BROOKLYN, NY 11226",1930,CHURCH AVENUE,BROOKLYN,NY,11226,Brooklyn, ,(718) 282-8883
56454,"GENERATION JEWELERS, LLC",THE GOLD STANDARD,PAWNBROKER,1393594,"3616 30TH AVE, ASTORIA, NY 11103",3616,30TH AVE,ASTORIA,NY,11103,Queens, ,(516) 513-0830
56652,NY ONE BUYERS INC., ,PAWNBROKER,1394770,"31 W 47TH ST, NEW YORK, NY 10036",31,W 47TH ST,NEW YORK,NY,10036,Manhattan,M8/RM 2,(212) 642-4307
56674,BOERUM GOLD LLC, ,PAWNBROKER,1394979,"22 4TH AVE, BROOKLYN, NY 11217",22,4TH AVE,BROOKLYN,NY,11217,Brooklyn, ,(917) 750-9852
56973,PAWN RITE INC, ,PAWNBROKER,1396641,"560 REMSEN AVENUE, BROOKLYN, NY 11236",560,REMSEN AVENUE,BROOKLYN,NY,11236,Brooklyn,STORE  3,(718) 919-2200
57424,E & A JEWELRY INC, ,PAWNBROKER,1398739,"804 BROADWAY, BROOKLYN, NY 11206",804,BROADWAY,BROOKLYN,NY,11206,Brooklyn, ,(718) 943-0358
57483,BUSY B MINI MALL INC., ,PAWNBROKER,1399030,"501 1/2 W 125TH ST, NEW YORK, NY 10027",501 1/2,W 125TH ST,NEW YORK,NY,10027,Manhattan, ,(212) 470-8888
57520,ONE STOP JEWELERS INC, ,PAWNBROKER,1399218,"540 NOSTRAND AVENUE, BROOKLYN, NY 11216",540,NOSTRAND AVENUE,BROOKLYN,NY,11216,Brooklyn, ,(718) 623-9272
57576,AP PAWNSHOP CORP., ,PAWNBROKER,1399443,"534 WILSON AVE, BROOKLYN, NY 11207",534,WILSON AVE,BROOKLYN,NY,11207,Brooklyn, ,(718) 452-2459
57713,"PUSHKA PAWN SHOP, INC", ,PAWNBROKER,1400145,"164-17 JAMAICA AVE, QUEENS, NY 11432",164-17,JAMAICA AVE,QUEENS,NY,11432,Queens, ,(718) 298-5626
57718,MAIN & KISSENA PAWN & JEWELRY INC,QUICK CASH OF KNICKERBOCKER AVE,PAWNBROKER,1400174,"412 KNICKERBOCKER AVE, BROOKLYN, NY 11237",412,KNICKERBOCKER AVE,BROOKLYN,NY,11237,Brooklyn, ,(646) 772-0471
57723,"PANZARELLA, JOSEPH E",CROSS BAY GOLD RUSH,PAWNBROKER,1400184,"10514 CROSSBAY BOULEVARD, OZONE PARK, NY 11417",10514,CROSSBAY BOULEVARD,OZONE PARK,NY,11417,Queens, ,(917) 596-1566
57751,SUBWAY GOLD JEWELRY CORP, ,PAWNBROKER,1400352,"96-22 QUEENS BOULEVARD, REGO PARK, NY 11374",96-22,QUEENS BOULEVARD,REGO PARK,NY,11374,Queens,BL 1D,(718) 869-6198
57770,SHRI DIAMOND INC, ,PAWNBROKER,1400476,"71 WEST   47 STREET, NEW YORK, NY 10036",71,WEST   47 STREET,NEW YORK,NY,10036,Manhattan,SUITE 1600,(212) 840-0650
58031,DE LA ROSA BUY AND SELL INC, ,PAWNBROKER,1401783,"1308 BROADWAY, BROOKLYN, NY 11221",1308,BROADWAY,BROOKLYN,NY,11221,Brooklyn, ,(718) 574-4304
58061,BIEN JEWELRY CORP., ,PAWNBROKER,1401902,"4606 5 AVENUE, BROOKLYN, NY 11220",4606,5 AVENUE,BROOKLYN,NY,11220,Brooklyn, ,(718) 439-7739
58112,DIAMONDS BY SIAG INC., ,PAWNBROKER,1402139,"13 WEST   47 STREET, NEW YORK, NY 10036",13,WEST   47 STREET,NEW YORK,NY,10036,Manhattan, ,(212) 302-2212
58330,EMPIRE GOLD & PAWN DOWNTOWN INC., ,PAWNBROKER,1402917,"135 LAWRENCE ST, BROOKLYN, NY 11201",135,LAWRENCE ST,BROOKLYN,NY,11201,Brooklyn, ,(718) 564-9706
58384,VERSALY JEWELRY INC, ,PAWNBROKER,1403113,"716B GRAND STREET, BROOKLYN, NY 11211",716B,GRAND STREET,BROOKLYN,NY,11211,Brooklyn, ,(718) 486-8800
58405,ALPHA & OMEGA JEWELRY & ANTIQUES MARKET INC, ,PAWNBROKER,1403204,"40-33 162 STREET, FLUSHING, NY 11358",40-33,162 STREET,FLUSHING,NY,11358,Queens, ,(718) 463-4400
58436,DIAMOND JEWELRY I INC, ,PAWNBROKER,1403364,"2356 GRAND CONCOURSE, BRONX, NY 10458",2356,GRAND CONCOURSE,BRONX,NY,10458,Bronx, ,(718) 584-9177
58489,DIAMOND JEWELRY II INC, ,PAWNBROKER,1403541,"200 DYCKMAN STREET, NEW YORK, NY 10040",200,DYCKMAN STREET,NEW YORK,NY,10040,Manhattan, ,(212) 544-0404
58509,"24/7 PAWN SHOP, INC", ,PAWNBROKER,1403638,"1304 BCH CHANNEL DR, FAR ROCKAWAY, NY 11691",1304,BCH CHANNEL DR,FAR ROCKAWAY,NY,11691,Queens, ,(646) 945-9330
58534,EMPIRE GOLD AND PAWN OF C.I. INC, ,PAWNBROKER,1403747,"1614 NEPTUNE AVE, BROOKLYN, NY 11224",1614,NEPTUNE AVE,BROOKLYN,NY,11224,Brooklyn, ,(718) 564-9706
58880,EMPIRE GOLD & PAWN OF SUNSET INC, ,PAWNBROKER,1405319,"4507 5 AVENUE, BROOKLYN, NY 11220",4507,5 AVENUE,BROOKLYN,NY,11220,Brooklyn, ,(718) 564-9706
59040,ZEB PAWN SHOP LLC., ,PAWNBROKER,1406204,"77 GRAHAM AVENUE, BROOKLYN, NY 11206",77,GRAHAM AVENUE,BROOKLYN,NY,11206,Brooklyn, ,(917) 674-8800
59055,"BIG BOY BUYERS, LLC", ,PAWNBROKER,1406282,"3915 103 STREET, CORONA, NY 11368",3915,103 STREET,CORONA,NY,11368,Queens, ,(718) 565-2825
59095,"NBJ, INC.", ,PAWNBROKER,1406575,"359 BROADWAY, BROOKLYN, NY 11211",359,BROADWAY,BROOKLYN,NY,11211,Brooklyn, ,(718) 782-7088
59272,PARADISE JEROME LLC,PARADISE PAWNBROKERS,PAWNBROKER,1407396,"3478 JEROME AVENUE, BRONX, NY 10467",3478,JEROME AVENUE,BRONX,NY,10467,Bronx, ,(718) 295-8900
59670,"COMMUNITY PAWNBROKERS 39TH ST, INC", ,PAWNBROKER,1409375,"442A 39 STREET, BROOKLYN, NY 11232",442A,39 STREET,BROOKLYN,NY,11232,Brooklyn, ,(718) 919-2200
59694,24 HOURS FAST CASH PAWN SHOP INC., ,PAWNBROKER,1409474,"542 WEST  207 STREET, NEW YORK, NY 10034",542,WEST  207 STREET,NEW YORK,NY,10034,Manhattan, ,(212) 470-8888
59784,ROBIN'S JEWELRY INC, ,PAWNBROKER,1409873,"132 DELANCY STREET, NEW YORK, NY 10002",132,DELANCY STREET,NEW YORK,NY,10002,Manhattan, ,(212) 475-1120
59808,MIDAS JEWELERS INC., ,PAWNBROKER,1409988,"252 KNICKERBOCKER AVENUE, BROOKLYN, NY 11237",252,KNICKERBOCKER AVENUE,BROOKLYN,NY,11237,Brooklyn, ,(718) 417-1005
59829,EMMANUEL PAWNSHOP INC., ,PAWNBROKER,1410055,"153 EAST  181 STREET, BRONX, NY 10453",153,EAST  181 STREET,BRONX,NY,10453,Bronx, ,(347) 712-9415
59867,LOTTO JEWELERY INC,LJI JEWELERY,PAWNBROKER,1410280,"715 MORRIS PARK AVE, BRONX, NY 10462",715,MORRIS PARK AVE,BRONX,NY,10462,Bronx, ,(718) 931-1932
59896,N & H RATZON JEWEELRY INC.,MAJESTIC JEWELRY,PAWNBROKER,1410363,"71 GRAHAM AVENUE, BROOKLYN, NY 11206",71,GRAHAM AVENUE,BROOKLYN,NY,11206,Brooklyn, ,(718) 599-3933
60038,"ADRIATIC GOLD BUYERS, INC.", ,PAWNBROKER,1410868,"93-06 LINDEN BLVD, ZONE PARK, NY 11417",93-06,LINDEN BLVD,ZONE PARK,NY,11417,Queens, ,(347) 538-2766
60156,QUICK CASH OF MOUNT VERNON LLC,QUICK CASH OF GRAHAM AVENUE,PAWNBROKER,1411365,"125 GRAHAM AVENUE, BROOKLYN, NY 11206",125,GRAHAM AVENUE,BROOKLYN,NY,11206,Brooklyn, ,(646) 772-0471
60161,GA PAWNSHOP LTD, ,PAWNBROKER,1411380,"685 LENOX AVENUE, NEW YORK, NY 10037",685,LENOX AVENUE,NEW YORK,NY,10037,Manhattan, ,(999) 999-9999
60200,LENNYS PAWN INC., ,PAWNBROKER,1411530,"964 FLATBUSH AVENUE, BROOKLYN, NY 11226",964,FLATBUSH AVENUE,BROOKLYN,NY,11226,Brooklyn, ,(718) 826-9044
60250,"LIZ, YRENE",WEBSTER PAWNBROKER SHOP,PAWNBROKER,1411683,"1883A WEBSTER AVE, BRONX, NY 10457",1883A,WEBSTER AVE,BRONX,NY,10457,Bronx, ,(646) 287-4236
60316,PAWN SHOP AT NIDDLE VILLAGE LTD, ,PAWNBROKER,1412005,"65-19 METROPOLITAN AVENUE, MIDDLE VILLAGE, NY 11379",65-19,METROPOLITAN AVENUE,MIDDLE VILLAGE,NY,11379,Queens, ,(718) ???-????
60432,CROWN PAWN SHOP CORP, ,PAWNBROKER,1412337,"74 GRAHAM AVENUE, BROOKLYN, NY 11206",74,GRAHAM AVENUE,BROOKLYN,NY,11206,Brooklyn, ,(646) 206-9001
60459,"1756 HYLAN BLVD., INC.",BIG BEN,PAWNBROKER,1412414,"1758 HYLAN BOULEVARD, STATEN ISLAND, NY 10305",1758,HYLAN BOULEVARD,STATEN ISLAND,NY,10305,Staten Island, ,(718) 667-8075
60519,BENNY'S VENTURES INC, ,PAWNBROKER,1412581,"8921 165 STREET, JAMAICA, NY 11432",8921,165 STREET,JAMAICA,NY,11432,Queens, ,(718) 526-1717
60560,BORRO L1 INC., ,PAWNBROKER,1412743,"767 3RD AVE, NEW YORK, NY 10017",767,3RD AVE,NEW YORK,NY,10017,Manhattan, ,(646) 861-2048
60772,"ALEX PAWNBROKER, INC.",HILDA RODRIGUEZ,PAWNBROKER,1413532,"617 MELROSE AVE, BRONX, NY 10455",617,MELROSE AVE,BRONX,NY,10455,Bronx, ,(347) 641-4864
60784,TOP PRICE FOR GOLD AND SILVER INC, ,PAWNBROKER,1413559,"73 W 47TH ST, NEW YORK, NY 10036",73,W 47TH ST,NEW YORK,NY,10036,Manhattan, ,(212) 810-9935
60982,PAWNIT 69 LTD, ,PAWNBROKER,1414105,"69 FEATHERBED LANE, BRONX, NY 10452",69,FEATHERBED LANE,BRONX,NY,10452,Bronx,69-71,(718) 294-6100
61015,"FRANKIE'S 5 ANGELS VARIETY STORE, LLC", ,PAWNBROKER,1414210,"9 GRANITE STREET, BROOKLYN, NY 11207",9,GRANITE STREET,BROOKLYN,NY,11207,Brooklyn, ,(646) 457-5178
61020,123 BUY SELL & TRADE INC, ,PAWNBROKER,1414218,"1870 LEXINGTON AVENUE, NEW YORK, NY 10029",1870,LEXINGTON AVENUE,NEW YORK,NY,10029,Manhattan, ,(212) 360-6844
61094,KUKULYNA INC, ,PAWNBROKER,1414437,"2333 HYLAN BOULEVARD, STATEN ISLAND, NY 10306",2333,HYLAN BOULEVARD,STATEN ISLAND,NY,10306,Staten Island, ,(718) 413-6175
61487,CROW HILL JEWELRY INC, ,PAWNBROKER,1415479,"711A FRANKLIN AVE, BROOKLYN, NY 11238",711A,FRANKLIN AVE,BROOKLYN,NY,11238,Brooklyn, ,(718) 919-2200
61488,COMMUNITY PAWNBROKERS 96TH STREET LLC, ,PAWNBROKER,1415480,"9514 4 AVENUE, BROOKLYN, NY 11209",9514,4 AVENUE,BROOKLYN,NY,11209,Brooklyn, ,(718) 919-2200
61578,PAWN BROKERS OF AMERICA 111 LTD, ,PAWNBROKER,1415734,"203 EAST  121 STREET, NEW YORK, NY 10035",203,EAST  121 STREET,NEW YORK,NY,10035,Manhattan,STORE 1,(212) 840-7078
61653,YOUR OPTIMAL SOLUTION INC,OPHIRA,PAWNBROKER,1415923,"10217 METROPOLITAN AVENUE, FOREST HILLS, NY 11375",10217,METROPOLITAN AVENUE,FOREST HILLS,NY,11375,Queens, ,(646) 436-1454
61693,JEWELRY EX CORP, ,PAWNBROKER,1416020,"2015 CONEY ISLAND AVENUE, BROOKLYN, NY 11223",2015,CONEY ISLAND AVENUE,BROOKLYN,NY,11223,Brooklyn, ,(718) 627-1514
61821,"DUNLOP, WINSTON",D R PAWN SHOP,PAWNBROKER,1416393,"1242 OGDEN AVENUE, BRONX, NY 10452",1242,OGDEN AVENUE,BRONX,NY,10452,Bronx, ,(646) 355-7527
61846,ILYA'S GOLD MARKET CORP., ,PAWNBROKER,1416431,"3920 BROADWAY, NEW YORK, NY 10032",3920,BROADWAY,NEW YORK,NY,10032,Manhattan, ,(212) 781-1801
61931,AMINOV SYSTEMS INC,ALBA TRAVEL MULTISERVICE,PAWNBROKER,1416617,"471 EAST  138 ST, BRONX, NY 10454",471,EAST  138 ST,BRONX,NY,10454,Bronx, ,(718) 360-4856
61977,"COLON, LEONARD",UNIVERSITY GOLD-GAMES & ELECTRONIC EXCHANGE,PAWNBROKER,1416732,"1721 DR MARTIN LUTHER KING BLVD, BRONX, NY 10453",1721,DR MARTIN LUTHER KING BLVD,BRONX,NY,10453,Bronx, ,(201) 220-0448
62014,SELL AND PAWN INC, ,PAWNBROKER,1416800,"1426 ROCKAWAY PKWY, BROOKLYN, NY 11236",1426,ROCKAWAY PKWY,BROOKLYN,NY,11236,Brooklyn, ,(347) 425-9162
62031,"SELL AND PAWN, INC", ,PAWNBROKER,1416830,"28-07 STEINWAY STREET, ASTORIA, NY 11103",28-07,STEINWAY STREET,ASTORIA,NY,11103,Queens, ,(602) 451-6111
62036,D & G WIRELESS CELL NATION INC., ,PAWNBROKER,1416838,"7124 AUSTIN ST, QUEENS, NY 11375",7124,AUSTIN ST,QUEENS,NY,11375,Queens, ,(718) 487-4770
62129,EMPIRE GOLD AND PAWN OF GAP INC., ,PAWNBROKER,1417068,"13827 BROOKVILLE BLVD, ROSEDALE, NY 11422",13827,BROOKVILLE BLVD,ROSEDALE,NY,11422,Queens, ,(718) 564-9706
62171,"US GOLD ENTERPRISES, INC",US GOLD & LOAN,PAWNBROKER,1417169,"62 W 47TH ST, NEW YORK, NY 10036",62,W 47TH ST,NEW YORK,NY,10036,Manhattan,SUITE 604,(212) 764-7586
62197,SARA'S JEWELRY BOX LLC, ,PAWNBROKER,1417228,"9114 59TH AVE, ELMHURST, NY 11373",9114,59TH AVE,ELMHURST,NY,11373,Queens, ,(917) 405-2559
62208,PAWN BROKERS OF AMERICA 111 LTD, ,PAWNBROKER,1417252,"338 E GUNHILL RD, BRONX, NY 10467",338,E GUNHILL RD,BRONX,NY,10467,Bronx, ,(718) 655-4555
62211,PAWN SHOP OF MIDDLE VILLAGE LTD,PAWN SHOP OF BUSHWICK,PAWNBROKER,1417257,"1337 BUSHWICK AVE, BROOKLYN, NY 11207",1337,BUSHWICK AVE,BROOKLYN,NY,11207,Brooklyn, ,(999) 999-9999
62270,"K & J PAWNSHOP, INC.", ,PAWNBROKER,1417395,"836 BROADWAY, BROOKLYN, NY 11206",836,BROADWAY,BROOKLYN,NY,11206,Brooklyn,GROUND,(347) 416-9441
62500,PAWNIT 1102 CORP, ,PAWNBROKER,1417947,"1352 WHITE PLAINS RD, BRONX, NY 10462",1352,WHITE PLAINS RD,BRONX,NY,10462,Bronx, ,(718) 861-6100
62592,SELL AND PAWN INC, ,PAWNBROKER,1418150,"10801 ROCKAWAY BLVD, S OZONE PK, NY 11420",10801,ROCKAWAY BLVD,S OZONE PK,NY,11420,Queens, ,(347) 425-9162
62671,GA PAWNSHOP LTD, ,PAWNBROKER,1418330,"2351 2ND AVE, NEW YORK, NY 10035",2351,2ND AVE,NEW YORK,NY,10035,Manhattan,NORTH SIDE STORE FRONT,(212) 281-6577
62776,JM WHOLESALE CORP.,JM GOLD BUYERS,PAWNBROKER,1418542,"3309 FULTON ST, BROOKLYN, NY 11208",3309,FULTON ST,BROOKLYN,NY,11208,Brooklyn, ,(732) 801-7741
62851,"JBOFAMERICA, LLC", ,PAWNBROKER,1418717,"15 W 47TH ST, NEW YORK, NY 10036",15,W 47TH ST,NEW YORK,NY,10036,Manhattan,SUITE 708,(212) 719-2626
62935,"WD 2834, INC", ,PAWNBROKER,1418923,"2834 CONEY ISLAND AVE, BROOKLYN, NY 11235",2834,CONEY ISLAND AVE,BROOKLYN,NY,11235,Brooklyn, ,(718) 769-4040
63050,F&C JEWELRY PAWSHOP CORP, ,PAWNBROKER,1419189,"3801 WHITE PLAINS RD, BRONX, NY 10467",3801,WHITE PLAINS RD,BRONX,NY,10467,Bronx, ,(917) 403-2154
63108,COMMUNITY PAWNBROKERS EMPIRE INC, ,PAWNBROKER,1419291,"253 EMPIRE BLVD, BROOKLYN, NY 11225",253,EMPIRE BLVD,BROOKLYN,NY,11225,Brooklyn, ,(718) 919-2200
63111,AK GOLD TRADE INC, ,PAWNBROKER,1419296,"1727 SHEEPSHEAD BAY RD, BROOKLYN, NY 11235",1727,SHEEPSHEAD BAY RD,BROOKLYN,NY,11235,Brooklyn, ,(718) 769-3450
63121,COMMUNITY PAWNBROKERS UTICA LLC, ,PAWNBROKER,1419318,"1163 UTICA AVE, BROOKLYN, NY 11203",1163,UTICA AVE,BROOKLYN,NY,11203,Brooklyn, ,(718) 919-2200
63195,GOLD 6908 INC., ,PAWNBROKER,1419503,"6908 BAY PKWY, BROOKLYN, NY 11204",6908,BAY PKWY,BROOKLYN,NY,11204,Brooklyn, ,(718) 232-8060
63446,"GENERATION JEWELERS, LLC",THE GOLD STANDARD,PAWNBROKER,1420048,"6370 WOODHAVEN BLVD, REGO PARK, NY 11374",6370,WOODHAVEN BLVD,REGO PARK,NY,11374,Queens, ,(516) 513-0830
63448,GA PAWNSHOP, ,PAWNBROKER,1420054,"156-168 NAGLE AVE, NEW YORK, NY 10040",156-168,NAGLE AVE,NEW YORK,NY,10040,Manhattan, ,(212) 281-6577
63461,LOANSRUS LTD, ,PAWNBROKER,1420091,"575-599 W 181ST ST, NEW YORK, NY 10033",575-599,W 181ST ST,NEW YORK,NY,10033,Manhattan,STORE 9,(212) 410-2140
63611,JACKSON HEIGHTS MARKET INC., ,PAWNBROKER,1420436,"8307 37 AVE, JACKSON HEIGHTS, NY 11372",8307,37 AVE,JACKSON HEIGHTS,NY,11372,Queens, ,(917) 771-5387
63934,"SEAPOD CAPITAL GROUP, LLC",SEAPOD PAWNBROKERS,PAWNBROKER,1421190,"3440C ATLANTIC AVE, BROOKLYN, NY 11208",3440C,ATLANTIC AVE,BROOKLYN,NY,11208,Brooklyn, ,(718) 827-2673
63943,SEAPOD CAPITAL GROUP LLC,SEAPOD PAWNBROKERS,PAWNBROKER,1421203,"9402 80TH ST, OZONE PARK, NY 11416",9402,80TH ST,OZONE PARK,NY,11416,Queens, ,(718) 827-2673
64193,EZ PAWN CORP, ,PAWNBROKER,1421817,"25306 ROCKAWAY BLVD, ROSEDALE, NY 11422",25306,ROCKAWAY BLVD,ROSEDALE,NY,11422,Queens, ,(212) 828-0200
64229,Y2K TECH INC, ,PAWNBROKER,1421891,"111 E 125TH ST, NEW YORK, NY 10035",111,E 125TH ST,NEW YORK,NY,10035,Manhattan, ,(212) 987-8324
64355,"SUNSHINE PAWN BROKER, INC", ,PAWNBROKER,1422194,"26 W 125TH ST, NEW YORK, NY 10027",26,W 125TH ST,NEW YORK,NY,10027,Manhattan, ,(212) 831-2519
64474,AJ JEWELRY BUYERS INC., ,PAWNBROKER,1422475,"62 WEST   47 ST, NEW YORK, NY 10036",62,WEST   47 ST,NEW YORK,NY,10036,Manhattan,SUITE 211,(212) 840-5050
64560,"BRODSKY MATTHEWS JPL, INC.", ,PAWNBROKER,1422680,"2 W 46TH ST, NEW YORK, NY 10036",2,W 46TH ST,NEW YORK,NY,10036,Manhattan,STE 900,(212) 302-3722
64561,"PORAT, GARY", ,PAWNBROKER,1422681,"37 WEST   47 ST, NEW YORK, NY 10036",37,WEST   47 ST,NEW YORK,NY,10036,Manhattan,BTH 4,(212) 302-3330
64633,NYC VIP GOLD INC, ,PAWNBROKER,1422895,"2070 STEINWAY ST, ASTORIA, NY 11105",2070,STEINWAY ST,ASTORIA,NY,11105,Queens, ,(347) 585-6082
64634,FAST PAY DAY INC, ,PAWNBROKER,1422896,"15 W 47TH ST, NEW YORK, NY 10036",15,W 47TH ST,NEW YORK,NY,10036,Manhattan,STE 900,(212) 937-8715
64842,"RUBINOFF, MICHAEL",AAA PAWNBROKER & CO,PAWNBROKER,1423391,"1196 AVE OF THE AMERICAS, NEW YORK, NY 10036",1196,AVE OF THE AMERICAS,NEW YORK,NY,10036,Manhattan,24,(212) 764-3370
64844,KING JEWELRY USA CORP, ,PAWNBROKER,1423395,"3496A JEROME AVE, BRONX, NY 10467",3496A,JEROME AVE,BRONX,NY,10467,Bronx, ,(347) 945-0698
65025,PAWN BROKERS OF AMERICA III LTD, ,PAWNBROKER,1423920,"400 E GUN HILL RD, BRONX, NY 10467",400,E GUN HILL RD,BRONX,NY,10467,Bronx,STORE 2,(212) 840-7078
